CODGEO;POP_MUN;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
592055936159504;16810;52,3;37,2;35,2;20,5;23,3;1,5;26,8;4,6;4,1;3,8;4115;11043;709;1451;332;1623;559;285;;4998;717;759;1280;1057;690;495;0
59220593465935059360;272811;51,8;39,4;38,9;15,4;17,5;1,6;51,1;1,8;9,6;8,9;96241;176583;10159;62712;5811;17559;5530;9637;27365;56986;9843;9265;14903;10724;6919;5332;0
59225;7103;51,1;33,4;31,6;22,5;24,7;1,2;29,3;3,9;6,5;6,5;1404;3658;245;529;101;529;157;86;8;1612;231;257;410;337;205;172;0
59230;5367;52,4;32,8;30,4;23,7;26,1;1,2;31,7;2,8;3,1;2,7;1113;2914;218;405;78;412;123;80;5;1310;173;196;339;279;177;146;0
59249;12581;52,5;32,6;31;26,4;30;1;39,7;3,3;1,2;0,8;3248;7488;714;1479;271;784;266;230;13;3210;376;475;818;666;507;368;0
59253;7623;51,5;33,6;32,5;21,9;24,3;1,3;25,4;3,6;3,3;2,7;1731;4444;320;668;128;615;205;125;9;1974;278;328;547;366;273;182;0
59271;21364;48,6;40,4;36,9;18;20,5;1,8;24,3;4,7;14,6;8,2;5333;14262;995;1945;426;1967;792;292;18;6531;932;1054;1777;1266;855;647;0
59291;14271;51,5;35,6;32,6;22,1;24,9;1,3;33,8;4,2;5,6;4,9;3864;9346;816;1647;310;1091;393;258;14;4092;553;631;1123;803;563;419;0
59291593655939259424;52725;51,7;34,4;32;23,4;26,4;1,2;36,6;4,1;9,6;9;13839;33019;2567;6302;1106;3864;1533;929;;14225;2103;2222;3668;2759;1909;1564;0
59295;21737;52,2;31,5;28,9;26;29,6;1;33,4;2,2;1,3;1,2;4297;10689;723;1711;327;1536;415;357;40;4580;611;635;1200;959;714;461;0
592995936759512;128024;51,6;40,6;38,9;16,7;18,5;2;32,9;6,1;15,2;15;38227;94091;7102;17558;2335;11232;4726;2542;1866;42213;6492;6633;10985;8059;5372;4672;0
59314;3575;51,6;35,6;33,8;19,6;22;1,6;23,8;4,1;1,2;1,3;677;1960;107;196;51;323;93;43;;908;102;128;248;213;128;89;0
59324;9897;52,8;33,5;31,6;23,2;26,1;1,2;34,3;3,5;10,1;9,3;2575;6176;535;1152;185;703;287;125;6;2712;380;447;692;551;372;270;0
59328;28491;53,3;31,5;28,9;24;26,6;1,1;38,1;1,5;3,7;3,8;4824;12967;772;1733;206;2113;559;330;185;5820;924;887;1494;1197;796;522;0
59350;231491;51,6;40,2;40;14,5;16,4;1,7;53,4;1,6;10,4;9,7;85034;149437;8303;57769;5180;13782;4394;8737;26215;45438;7876;7405;11853;8538;5461;4305;0
59360;20650;53,2;36,8;35,3;18,4;21,1;1,5;41,4;2,2;5,8;5;6502;14267;1055;3297;389;1761;524;553;987;5625;1005;924;1503;1020;695;478;0
59365;6574;50,8;38,6;36;20,6;22,7;1,5;33,1;5,9;13,2;13,3;1762;4527;302;736;153;571;226;120;18;2038;318;330;541;359;252;238;0
59378;39392;53,3;29,9;27,9;25,1;27,9;1;35,2;1,7;4,1;4,1;6737;18509;1048;2366;339;2984;920;444;191;8451;1246;1297;2352;1622;1185;749;0
5938359606;54186;52,3;33,7;31,5;22,3;25,9;1,1;46,3;1,7;6,2;5,3;16461;33284;2550;9160;1175;3576;1030;1616;2271;12066;1920;1958;3063;2308;1611;1206;0
59390;4140;52,2;32,6;29,9;23,9;26,4;1,1;27,3;2,5;3,8;3,9;979;2514;165;371;91;352;114;64;;1089;149;154;257;247;165;117;0
59392;30567;51,9;32,9;30,9;24,6;27,9;1,1;38,9;3,8;11;10,3;7936;18434;1386;3826;623;2101;887;538;133;7781;1187;1214;1924;1539;1046;871;0
59414;4776;54,1;29,5;27,4;28,9;32,4;0,9;26,9;2,4;3,1;3,5;1001;2431;144;415;86;356;84;51;;979;129;147;230;197;154;122;0
5941459456;10726;52,6;31,8;29,3;25,5;29,2;1,1;28,8;2,8;3,3;3,4;2524;6304;417;987;209;911;249;163;;2655;373;402;688;540;375;277;0
5944759613;10184;52,1;33,6;31,8;21,8;24,4;1,3;30;2,5;3,2;2,8;2287;5979;391;842;171;883;259;196;;2631;399;408;716;528;365;215;0
59452;5443;51,3;34,4;31,1;21,8;24,8;1,4;24,9;3,7;5,4;6,2;1191;3554;185;347;72;587;211;52;;1700;235;281;456;331;225;172;0
5945262321;10026;51,6;34,3;31,8;21,5;24,1;1,4;24,8;3,8;5,2;5,7;2093;6193;317;591;164;1021;351;91;;2914;392;462;774;614;390;282;0
59456;5950;51,4;33,6;30,9;22,9;26,6;1,2;30,2;3;3,5;3,3;1523;3873;273;572;123;555;165;112;13;1676;244;255;458;343;221;155;0
59481;5017;54;28,8;25,9;28,8;32,8;0,8;37,9;1,4;1,5;1,6;1172;2584;241;553;74;304;80;97;6;1037;137;123;272;232;155;118;0
59484;6317;51,9;36,7;33,1;21,6;25,7;1,5;30,1;4,5;8,8;8,9;1566;4049;289;639;109;529;209;101;8;1833;249;297;502;340;243;202;0
59491;12682;51,5;33,9;31;22,7;26,7;1,2;31,7;2,8;3,4;3,4;3040;7746;561;1158;251;1070;343;237;12;3397;512;505;870;677;495;338;0
59507;18570;52;33,7;32,6;20,3;22,4;1,4;35,1;2;6,9;5,9;4383;11034;699;1806;247;1631;457;330;305;4782;752;881;1239;928;606;376;0
59512;95866;51,4;42,6;41;15,3;16,9;2,2;35,2;7,1;18,6;18,4;31616;76189;5975;15182;1992;8467;3890;2182;1842;34056;5306;5363;8842;6415;4300;3830;0
59526;16653;52,6;29,5;27,2;25,5;28,6;0,9;32,6;1,4;2,6;2,6;3679;8748;662;1545;276;1196;288;226;32;3620;486;544;954;740;537;359;0
59544;11108;53,9;29,2;26;27;30,8;0,9;35,3;1,3;3,3;2,8;2294;5753;405;923;145;821;244;119;21;2492;333;392;703;512;343;209;0
59560;12571;54;32,7;31,2;22,4;25,3;1,2;33,2;2,3;2,4;2,1;2816;7240;525;1066;155;1070;281;196;16;3196;419;481;881;651;476;288;0
5956459606;46113;51,9;34,2;32,2;21,2;24,8;1,1;48,5;1,7;6,5;5,5;14383;28311;2128;8331;987;2937;838;1437;;10008;1590;1610;2516;1934;1350;1008;0
59569;15825;52,3;33,1;30;22,8;26,2;1,2;30,9;2,9;3,2;3,1;3856;9816;726;1436;324;1370;425;275;11;4297;682;637;1085;849;606;438;0
59574;12863;52,1;33,6;30,9;23;26,4;1,2;30,6;3;1,8;1,3;2804;7152;515;1071;200;1018;317;187;9;3119;417;427;852;650;452;321;0
59588;8202;50,4;27,9;26,4;25,4;25,8;0,9;19,5;1,4;1,4;1,4;1294;3620;199;409;70;616;148;72;8;1643;227;253;432;341;238;152;0
59599;93974;52;37,8;35,8;17;19;1,8;33;4;9,7;9,7;26454;65142;5136;11332;1645;8341;2907;1971;687;28735;4660;4620;7527;5472;3620;2836;0
5959959650;135496;52;36,6;34,7;18,2;20,3;1,7;32,3;3,7;8,8;8,6;35813;89371;6861;15000;2103;11849;4012;2538;718;39629;6264;6210;10434;7686;5155;3880;0
59616;9877;51,8;31,6;30,4;24,3;27,5;1,1;29,5;3,7;5,2;4,6;2249;5642;394;903;195;757;269;129;8;2450;336;354;644;512;372;232;0
59648;14179;53,5;33,1;30,2;23,6;27,1;1,1;37,6;2,6;6,4;6,2;3380;8493;537;1390;239;1214;416;248;239;3661;610;609;1007;667;456;312;0
59650;41522;52,1;34;32,2;21;23,5;1,4;30,6;3;6,7;6,2;9359;24229;1725;3668;458;3508;1105;567;31;10894;1604;1590;2907;2214;1535;1044;0
59654;7568;52;37,2;34,5;19,5;21,9;1,6;25,1;5,7;5,8;5,3;1829;4944;346;658;147;678;278;121;6;2298;327;330;600;482;320;239;0
60057;55252;53,3;34,3;32,7;22;24,3;1,2;42,6;2,3;9,7;9;15410;34307;3043;7542;905;3920;1283;1385;1155;14122;2202;2246;3699;2750;1946;1279;0
60157;10714;52,4;30,8;29,3;21,9;25;1,1;40,3;1,4;4,2;3,9;2415;5458;497;1116;122;680;172;217;29;2228;348;342;614;427;312;185;0
60159;40430;52,6;34,6;31,9;23,1;26,5;1,1;48,3;2;10,5;9,7;10792;22548;1630;6131;487;2544;900;729;2308;8723;1367;1376;2263;1789;1215;713;0
60175;34262;50,1;40,7;38,4;15,5;17,3;2,1;32,2;7,2;23;23,5;9241;24656;1623;3600;675;3343;1516;498;115;11392;1902;1978;3045;2166;1338;963;0
60176;14962;52,8;31,5;29,6;23,5;25,7;1,1;32,5;2,7;5,6;5,6;2599;6911;460;945;153;1041;306;157;;3136;425;444;825;678;493;271;0
60360;7204;48,3;31,3;30,7;20,6;24,4;1,2;33,8;2;8,5;6,3;1435;3534;301;592;68;474;148;131;;1557;245;254;473;305;175;105;0
60395;13995;50,8;37,7;37;18,3;19,7;1,7;28,4;5,7;11,9;11,6;2923;8713;489;957;117;1360;608;185;8;4304;588;656;1209;912;565;374;0
60414;12843;51,5;37,1;35,8;17,4;18,9;1,8;31,1;5,8;18,5;17,1;3328;9158;558;1230;213;1327;584;192;20;4292;684;676;1166;821;559;386;0
60463;18753;52,4;36,7;35,4;20,5;21,8;1,5;30,1;5,9;18,9;16,8;4738;13115;770;1782;285;1901;838;284;25;6186;971;1031;1692;1195;745;552;0
60471;13894;53;34,1;30,9;24,6;27,7;1,1;38,4;3,9;12,9;11,2;3548;8413;705;1612;244;987;382;240;11;3649;540;601;979;705;499;325;0
60509;12637;51,9;32,9;30,6;19,9;21,6;1,4;34,7;2,1;7,7;7,9;2714;6845;555;1055;154;950;291;217;10;3019;464;455;819;594;433;254;0
60684;6431;51,6;36,1;34,2;19,3;20,8;1,6;27,5;4,7;9,7;9,8;1266;3736;249;377;71;569;247;58;;1833;283;280;488;394;248;140;0
61001;26350;54,2;31,2;28,1;28,9;33,1;0,8;50,7;1,5;6,4;6,1;7500;14602;1315;4421;418;1346;449;837;782;5358;776;829;1367;1121;793;472;0
61006;13903;51,5;27,1;25,5;31;35,3;0,7;47,6;1,3;4,3;2,9;3326;6814;608;1817;182;719;211;307;85;2593;345;397;678;527;393;253;0
61169;14761;52,4;28,9;25,6;30,6;35,1;0,7;48,8;1,8;6,8;6,3;3660;7778;562;1984;198;916;321;400;87;3000;450;407;776;630;456;281;0
61214;7983;54,9;28,6;26,8;31,5;34,8;0,7;49,6;1,7;7,2;6,5;2092;4198;378;1164;129;421;131;167;34;1566;209;229;426;337;234;131;0
62004;7852;53,1;29,4;27,4;27,4;29,6;0,8;34,5;1,2;1,5;1,5;1659;4010;325;680;100;554;126;137;46;1696;246;250;409;375;272;144;0
6200462041;48682;52,4;32,9;31,1;22,5;26;1,1;46,6;1,7;4,4;3,6;13308;28097;2241;7021;919;3127;906;1301;1204;10776;1613;1616;2764;2207;1532;1044;0
62014;9947;52,6;30,1;28,2;25,9;29;1;32,2;1,8;0,8;0,6;2089;5115;350;867;131;741;187;158;13;2143;301;300;597;445;303;197;0
62032;4100;52,5;31,5;30,6;24,7;27,4;1,1;28,1;1,5;2,3;1,9;901;2509;148;269;69;415;106;55;6;1122;168;167;290;218;164;115;0
620406252562765;35132;50,6;32,8;31,3;23,3;26,7;1,1;38,5;2,1;2,6;2;8804;19831;1586;4152;725;2341;777;846;;7977;1086;1159;2088;1622;1202;820;0
62041;40830;52,3;33,5;31,8;21,6;25,3;1,2;48,6;1,7;4,9;4;11649;24087;1916;6341;819;2573;780;1164;1158;9080;1367;1366;2355;1832;1260;900;0
62048;10863;51,9;33,7;31,4;24,9;28,6;1,1;33,4;3,3;0,6;0,6;2550;6578;433;1011;211;895;315;198;6;2924;344;479;760;632;418;291;0
6204862188;13892;51,8;32,9;30,5;25;28,7;1,1;32,5;3;0,5;0,5;3044;7950;519;1152;241;1132;364;225;;3538;435;556;928;758;514;347;0
620486219462555;22158;52,3;32,7;30,2;24,9;29;1,1;33,6;3;0,5;0,4;5434;13561;856;2190;535;1853;610;385;;5722;735;866;1491;1188;854;588;0
6204862217;13778;51,9;33;30,9;25;28,3;1,1;32,5;3,1;0,5;0,5;3080;8043;527;1175;251;1127;376;236;;3583;424;571;942;771;521;354;0
62065;17876;52,1;35;32,9;20,5;23,6;1,4;32,5;3,1;4,1;3,9;4367;11224;725;1682;345;1615;512;279;15;4885;669;757;1241;1053;659;506;0
6206562771;27381;52,2;34,9;32,7;21,2;24,6;1,3;33;3,3;4,8;4,4;6955;17556;1130;2782;608;2435;808;424;23;7538;1061;1198;1925;1572;993;789;0
6208362443;13692;52,3;33;30,9;21,6;25,2;1,3;29,5;2,5;0,5;0,5;3272;8196;527;1276;280;1189;346;209;;3449;478;574;894;680;502;321;0
62119;25463;52,5;32,8;30,2;22,9;27,1;1,1;45,2;1,7;2,7;2,2;7277;14966;1208;3964;496;1609;466;721;624;5581;754;842;1438;1100;819;628;0
6211962848;28899;52,3;32,4;29,9;23,1;27,3;1,1;43,2;1,7;2,4;2;7949;16747;1313;4187;547;1902;541;764;630;6354;871;962;1647;1255;930;689;0
6212662480;11847;51,8;32,7;30,6;22,1;25,4;1,2;27,6;2;0,9;0,9;2512;6611;384;926;146;1056;277;153;;2877;384;433;771;617;425;247;0
6213362351;14701;52,4;34,7;32,7;21,3;24,3;1,3;29,4;4,1;2,7;2,7;3360;8820;550;1217;313;1280;434;243;;3857;621;585;973;788;531;359;0
6213362724;16817;52,8;34,6;32,7;20,7;23,9;1,4;31,4;3,4;2;1,8;4260;10922;717;1616;380;1547;522;305;;4737;724;754;1166;967;665;461;0
62160;42537;53,2;33,6;31,4;22,8;26,8;1,1;45,6;2;3;2,2;11716;24081;2236;6167;927;2386;717;1096;588;9033;1344;1304;2261;1772;1320;1032;0
6216062667;52169;53,1;33,6;31,3;23,1;27,1;1,1;43,6;2;2,5;1,9;14073;29626;2666;7207;1118;3082;922;1323;602;11319;1660;1637;2852;2241;1640;1289;0
6216062758;53860;53,2;32,7;30,5;23,8;27,4;1,1;43,1;2;2,6;1,9;13989;29843;2632;7035;1092;3230;943;1267;616;11518;1685;1658;2905;2288;1691;1291;0
62178;22802;52,6;32,3;29,6;25,2;29,5;1,1;37,3;2,5;0,7;0,7;5924;13689;1027;2690;522;1685;516;539;72;5566;732;798;1417;1132;835;652;0
6217862270;29577;52,4;32,5;29,9;24,9;28,9;1,1;35,7;2,6;0,7;0,6;7646;18361;1317;3263;682;2384;728;682;;7652;1027;1126;1982;1538;1124;855;0
6217862400;27803;52,4;32,4;29,9;24,8;28,8;1,1;36,2;2,5;0,7;0,7;7013;16591;1202;3068;620;2123;651;610;80;6837;892;979;1767;1402;1012;785;0
6218662563;20421;52,7;33,9;31,5;21,1;24,9;1,3;30,5;2,4;0,8;1;4877;12663;810;1732;436;1899;540;346;17;5460;781;874;1432;1057;785;531;0
62193;72520;49,6;36,7;33;20,3;24,8;1,4;39,6;2,2;7,5;2,1;19213;43600;3730;8939;1383;5161;1533;1777;713;17842;2579;2761;4735;3466;2440;1861;0
6219462270;12338;51,8;32,6;30,4;24,1;27,5;1,1;30,7;2,8;0,5;0,4;3121;8162;508;1105;314;1194;357;230;;3520;500;521;931;691;515;362;0
62215;16873;52,1;31,5;29,1;22,3;25;1,2;29,2;2,1;1,9;1,9;3834;10043;610;1372;285;1567;424;221;9;4358;693;671;1139;859;625;371;0
62249;6604;51,8;37,5;35,8;17,4;19,9;1,9;22,5;4,8;3,5;3,8;1659;5162;248;411;106;894;303;83;;2500;389;420;737;483;270;201;0
62250;10639;52,8;32,2;30,4;25,1;28,5;1,1;27,9;2;1,6;1,7;2152;5742;376;764;141;871;240;146;5;2568;345;369;687;557;366;244;0
622506235162587;27354;52,4;33,2;31,4;23,7;26,7;1,2;28,8;3,1;2,4;2,4;5634;14700;925;2094;462;2153;658;390;;6440;916;912;1729;1360;902;621;0
622766240162464;12592;51;32,2;29,6;21,2;24,3;1,3;23,7;2,3;0,8;0,8;2584;7322;403;753;168;1260;316;147;;3311;476;511;918;679;460;267;0
6229162498;34512;53;31,8;29,8;25,3;29,8;1;41,3;2,5;4,5;4;10087;22588;1714;4842;896;2635;879;871;;8997;1250;1337;2330;1738;1296;1046;0
62318;11158;52,1;32,2;30;24,6;27,6;1,1;32,6;2,4;0,9;0,5;2417;6199;365;922;210;920;275;220;10;2655;352;398;665;551;413;276;0
6238662528;13480;51,8;34,4;32,3;20,8;23,7;1,4;29,9;3,3;0,9;0,7;3187;8505;480;1083;316;1308;398;244;;3711;500;549;1032;751;511;368;0
6240062457;12474;51,9;32,2;29,9;24,6;27,8;1,1;29,2;2,7;0,3;0,4;2501;6813;410;835;214;1042;325;169;;3047;381;401;813;673;456;323;0
62413;12244;51,9;31,2;28,9;24,9;28,4;1;31;3,1;3,5;3,4;2822;7202;455;1069;245;1053;313;199;;3062;475;480;799;601;415;292;0
62427;26748;52,4;33,6;31,4;21,9;25,3;1,2;34,4;2,8;2,3;2;6501;16089;1133;2662;504;2202;665;570;21;6887;1008;1049;1817;1384;948;681;0
6242762587;36975;52,3;33,8;31,6;22,2;25,4;1,2;33,7;3;2,5;2,2;8632;21479;1488;3499;697;2948;912;737;;9213;1337;1381;2444;1864;1265;922;0
62498;31647;53;32;29,9;25,3;29,9;1;42,4;2,6;4,7;4,2;9521;21119;1608;4642;860;2411;822;830;457;8348;1164;1237;2144;1606;1210;987;0
624986251062528;69745;52,5;33;31;23,7;27,4;1,1;36,9;2,8;3,1;2,8;18698;43813;3099;8400;1649;5550;1802;1540;;17931;2528;2681;4636;3541;2543;2002;0
624986252362842;44747;52,5;32,4;30,6;23,6;27,7;1,1;38,2;2,6;3,8;3,4;12433;28974;2045;5619;1086;3683;1149;1036;;11791;1659;1776;3102;2302;1659;1293;0
62510;31517;52,2;34,2;32,2;22,1;25,1;1,2;32,2;3;2;1,9;7777;18828;1267;3301;688;2521;810;617;90;7838;1134;1209;1998;1576;1089;832;0
62516;10184;53,7;33,6;31,5;23;26;1,2;32,2;2,6;0,6;0,6;2247;5638;443;879;161;764;228;187;8;2458;344;351;726;499;326;212;0
62560;5145;52,5;33,4;31,4;24,1;27;1,2;27,4;2,2;0,7;0,7;972;2666;177;303;78;414;112;72;;1200;135;157;310;291;191;116;0
62563;7743;51,9;36;33,6;18,3;21,4;1,6;29,7;2,7;0,8;0,8;1962;5242;328;650;189;795;230;143;5;2291;356;383;610;438;294;210;0
6257062724;20312;52,7;32,4;30,4;23,5;26,4;1,2;30,3;3,2;2,6;2,2;4921;12477;823;1922;400;1776;556;281;;5363;729;816;1359;1119;798;542;0
6257062771;21213;52,5;33,1;30,7;23,9;27,2;1,2;31,8;3,5;4,6;4,1;5258;13139;867;2130;468;1793;593;287;14;5590;776;877;1435;1136;779;587;0
62617;12424;52,5;31,2;28,8;26;29,4;1;33,5;2,3;0,7;0,6;2844;6869;456;1189;252;947;280;195;9;2843;377;424;725;602;438;277;0
62643;14390;53;32,2;29,9;24;27,3;1,1;28,8;2;0,5;0,5;2989;7755;486;1097;219;1187;326;186;8;3355;428;482;904;745;498;298;0
62667;9632;52,6;33,4;30,9;24,3;28,1;1,1;33,7;2,2;0,6;0,3;2357;5545;430;1040;191;696;205;227;14;2286;316;333;591;469;320;257;0
62724;8604;53;33,6;32,1;21,5;24,4;1,3;30,5;3;1,4;1,1;2251;5670;361;892;195;803;259;139;;2426;345;380;608;502;353;238;0
62737;6363;52,1;31,3;30,6;22,6;25,6;1,1;28,6;1,8;0,4;0,4;1355;3348;194;533;126;502;109;95;;1358;194;192;371;280;187;134;0
6275362764;11271;53,6;30,2;28,2;24,8;27,6;1;36,6;1,5;2,5;2,3;2389;5781;479;969;163;778;193;147;;2451;316;346;645;530;378;236;0
62765;13992;51,2;36,2;35,6;20,7;23,8;1,3;45,2;2,1;2,8;2,2;4552;9184;806;2475;397;874;282;544;274;3364;493;509;879;659;497;327;0
62895;8268;50,6;33,9;31;20,7;23,9;1,4;27,5;3;2;1,9;1889;5100;313;625;164;787;253;138;5;2267;328;340;647;459;299;194;0
62907;8534;51,6;33,1;30,7;22,6;25,4;1,2;28,4;3,8;5,8;5,7;1945;5045;288;748;159;750;244;92;;2188;299;361;580;420;318;210;0
63113;141463;52,5;35,4;34,7;21,7;24,5;1;54,8;1,1;10,6;9,9;45195;81777;4924;29500;2689;8082;2492;5209;12372;25850;4474;4024;6614;4980;3413;2345;0
63124;19287;53,2;27,6;25,5;30,1;32;0,8;33,1;1,6;3,3;2,9;3371;8829;668;1187;156;1360;328;220;34;3944;559;569;1006;876;593;341;0
63430;11308;52,2;27;25;31,6;35,5;0,7;42,4;1,5;8,1;7,8;2845;6287;402;1419;205;819;249;251;46;2420;329;347;629;513;364;238;0
64102;47492;53,5;27,8;25,8;25,4;29,7;0,8;51,3;0,8;6,8;6,5;13361;25387;1974;7776;814;2797;518;1174;1110;8447;1365;1217;2151;1684;1237;793;0
64445;77575;53,4;30;27,9;27,9;32,2;0,7;55,7;1,1;9,3;8,8;23293;40779;2951;15265;1367;3710;937;2073;4509;12478;1987;1909;3173;2431;1792;1186;0
65286;14644;55,2;21,2;19;36,3;41,6;0,5;50,1;0,8;11,6;11,2;3580;6565;524;2180;225;651;156;233;20;2126;291;277;576;442;359;181;0
6541765440;45775;53,2;29,1;24,9;32,6;37,7;0,6;55,7;0,7;5,9;5,8;15255;27313;2246;9740;885;2384;659;1498;2405;8843;1336;1372;2233;1771;1281;850;0
65440;41062;53,3;29,7;25,4;32,4;37,8;0,6;57,9;0,7;6,2;6,1;14459;25319;2098;9438;839;2084;589;1437;2397;7986;1210;1257;2008;1595;1145;771;0
66065;8450;52,1;29,1;25,8;27,7;30,1;0,9;34,1;2;7,1;7,3;1986;4769;416;794;129;647;159;145;5;2022;270;293;568;422;271;198;0
66136;120959;53;31,1;28,4;27,4;30,7;0,9;45,9;1,8;10,7;10;36403;72372;7026;20610;2118;6649;2085;2909;2166;27054;4105;4182;6993;5175;3729;2870;0
67043;17432;52;31,2;29,1;23,1;25,8;1,1;39,8;2;12,7;12,6;4309;10182;745;1932;299;1333;439;303;86;4215;720;679;1131;756;518;411;0
6704367447;48882;52,4;31,8;30,1;21,5;23,9;1,2;41,8;2;13,3;12,8;12698;29727;2146;5745;899;3908;1242;997;435;12170;2074;1939;3197;2281;1535;1144;0
67046;12718;52,2;30,8;29,6;24,6;26,6;1;29,9;2,9;10,8;10,8;2868;6774;404;1358;160;946;331;216;;2808;390;432;760;597;414;215;0
67180;34419;50,9;30,1;28;22,7;25,2;1;35,8;1,6;6,2;6,6;6327;15628;1152;2612;321;2242;606;562;150;6740;1005;952;1772;1449;954;608;0
67218;26455;51,7;30;28,6;25,4;27,9;0,9;42,9;1;8,3;6,9;5918;12993;763;3048;330;1777;464;549;1051;4985;817;787;1314;969;655;443;0
67267;17450;52,9;30,5;28,4;24,9;26,6;1;32,9;2;8,8;8,6;3713;9874;652;1320;227;1514;445;261;80;4417;751;729;1177;856;544;360;0
67437;11609;51,7;27;25,2;26,4;28,8;0,8;40,1;1,4;9,3;9;2262;5451;392;999;129;742;229;192;31;2318;322;322;591;505;346;232;0
67447;31450;52,6;32,1;30,6;20,5;22,9;1,2;42,8;1,9;13,7;12,9;8389;19545;1401;3813;600;2575;803;694;349;7955;1354;1260;2066;1525;1017;733;0
67482;275718;52,6;36,5;35,8;18,7;20,6;1,3;46,6;2,1;15,7;15,5;85688;171546;9680;51173;5553;19282;6478;7399;19865;60753;9942;9679;15965;11680;7809;5678;0
68063;11664;51,1;29,7;29,2;24,7;26,8;1;32,1;2,2;9;7,9;2322;5600;357;1038;125;802;234;154;5;2366;312;328;693;532;323;178;0
68066;67956;51,9;30,4;28;23,8;26,6;1;40,6;1,5;11,3;10,8;14073;32327;2427;6619;844;4183;1278;1146;703;13199;2074;2064;3477;2637;1827;1120;0
6815468224;126933;51,1;34,3;33,2;21,1;23,2;1,3;41,7;3,7;19,5;19,2;32581;77597;5102;15509;2106;9864;3984;2417;1731;32950;5197;5172;8829;6571;4286;2895;0
68224;112063;51;34,6;33,5;20,7;22,8;1,3;42,9;3,7;20,8;20,3;29942;70039;4690;14634;1954;8664;3528;2245;1716;29371;4664;4664;7828;5809;3781;2625;0
68297;19907;50,5;29,4;28,3;21,9;23,8;1,1;40,8;2,6;23;22,1;3164;8128;573;1248;214;1129;416;178;57;3612;543;515;957;762;513;322;0
68376;14666;51,5;29,1;27,5;26,8;28,6;0,9;28,9;2,5;8,3;8,2;2581;7398;468;795;131;1187;395;152;6;3497;499;569;934;710;488;297;0
69019;12031;51,6;33,7;31,8;21,5;24,2;1,3;35,2;1,8;7,2;6,8;2767;7606;419;946;146;1256;371;209;13;3443;461;534;983;759;476;230;0
69027;11429;51,9;30;27,7;26,9;29,5;0,9;30,3;2,3;5,8;6,1;1958;5780;293;559;80;1026;290;138;16;2712;423;412;717;595;381;184;0
69029;38746;52,3;34,7;33,7;22,2;24,6;1,2;40,3;2,7;12,7;12,4;9317;23169;1190;4183;534;3410;1146;707;977;9884;1699;1680;2618;1914;1160;813;0
6902969256;82833;51,9;38,4;36,9;18,7;20,6;1,7;34,7;4,9;17,1;16,8;22315;58479;3303;9339;1323;8350;3392;1539;1488;26424;4437;4454;7125;4987;3139;2282;0
69091;19574;51,2;33,9;32,1;22,7;24,9;1,3;34,2;3,8;15,2;13,9;4927;13225;811;1917;300;1899;761;312;36;6085;1000;955;1574;1225;789;542;0
690926911569264;48740;52,2;32,9;31;23,5;26,6;1,2;40,6;2,8;10,2;10;11036;28397;1909;4417;735;3975;1467;918;;12657;2058;2031;3466;2549;1557;996;0
69096;9419;51,8;33,8;31,5;21;22,8;1,4;32,6;3;8,3;7,9;1886;5597;317;552;77;940;298;118;7;2688;432;409;739;580;338;190;0
69123;500715;53,1;34,3;34;18,9;21,3;1,2;49,3;1,1;9,3;9,1;144083;285630;14706;86961;7425;34991;9150;14432;36516;99071;18437;16886;25410;18509;11997;7832;0
6912369259;562351;52,9;34,7;34,2;18,9;21,2;1,2;48,1;1,5;10,4;10,1;161814;332795;17822;93959;8557;41476;11856;15587;37034;120831;22294;20596;31108;22551;14555;9727;0
6914269149;32598;53,2;31,4;30,1;23,1;25,6;1;42,6;1,5;8,4;8,3;7333;17521;1110;3272;419;2532;653;695;620;7235;1272;1184;1950;1400;898;531;0
69143;7242;55,1;28,8;26,5;29,2;32,3;0,8;40,7;1,3;9,8;9,5;1541;3783;258;626;114;543;140;120;16;1587;280;244;423;297;228;115;0
69152;10132;51,1;33,4;32;21,4;23,5;1,2;33;3,7;11,2;10,9;2452;6282;359;1017;127;949;295;179;170;2746;520;464;735;500;317;210;0
69199;17584;51,6;38,3;36,6;18;19,3;1,8;36,7;5,4;21,5;20,9;4928;13481;847;1826;311;1944;829;288;31;6285;1106;1143;1781;1078;667;510;0
6919969259;79220;51,6;37,9;36;18,7;20,4;1,7;35,3;5,5;19,3;18,6;22659;60646;3963;8824;1443;8429;3535;1443;549;28045;4963;4853;7479;5120;3225;2405;0
69204;20696;52,2;32;30;24,7;26,9;1,1;31,4;2,3;5,8;5,7;3630;10404;601;1199;125;1705;529;255;121;4937;648;730;1389;1053;691;426;0
69243;10733;52,6;30,7;28,2;28,7;32,8;0,9;45,5;2,9;7,8;8;2659;6202;425;1266;180;788;284;215;12;2572;367;404;662;552;358;229;0
