CODGEO,POP_MUN,TX_TOT_0A24
249300070,56670,"40,6"
249300088,414121,"36,7"
249400060,206528,"32,6"
249400086249400094,263885,"33,1"
24940008694017,182223,"33,4"
249400094,157623,"33,5"
2494000949407494078,203017,"34,6"
249500109,199938,"36,9"
249500380,167649,"39,4"
249500398,85619,"31,6"
249500398249500521,270839,"32,8"
249500414,120769,"31,8"
249500489,35841,"35,5"
249500521,185220,"33,3"
249710062,78704,"32,8"
249710070,82174,"29,5"
249720061,161021,"29,3"
249730037,83412,"57,1"
249730045,123085,"43,9"
249740077,175874,"37,4"
249740085,125247,"36,8"
249740093,124652,"40,7"
249740101,212074,"36,9"
249740119,197256,"37,5"
200000172,26586,"31,4"
200000545,18510,"28,9"
200000628,24207,"29,3"
200006682,52638,"27,2"
200006971,19614,"25,2"
200010650,53444,"29,2"
200011773,86455,"30,2"
200017341,14468,"26,6"
200017846,53280,33
200018406,32856,"26,3"
200018653,103801,"34,3"
200023125,45343,"32,8"
200023240,29886,"30,1"
200023307,48422,"26,4"
200023414,488906,"32,5"
200023737,40898,"25,2"
200026573,21867,"27,5"
200027183,261925,"28,5"
200027548,30921,"49,2"
200030195,536327,"27,1"
200030385,104620,"29,6"
200030633,65559,"31,9"
200030674,59779,"26,4"
200033025,36187,26
200033116,44810,"31,7"
200033181,134866,"29,7"
200033207,34762,26
200033579,106955,"30,6"
200034379,28182,"24,4"
200034692,72770,"27,8"
200034700,61364,"26,6"
200034718,25650,"27,7"
200034825,28884,"24,9"
200035087,57602,"28,2"
200035129,19549,"21,7"
200035319,109278,"23,4"
200035459,96608,"28,5"
200035665,72783,"32,6"
200035715,110656,"27,3"
200035731,100580,27
200035814,54478,"27,4"
200035863,32672,"26,7"
200036135,19316,"22,8"
200036465,37972,28
200036473,59468,25
200036549,20807,"27,4"
200037133,34483,"31,8"
200039857,101616,"27,9"
200039865,221810,"30,4"
200039915,159192,"23,4"
200040244,72828,"29,5"
200040277,114433,"32,2"
200040350,33131,"28,2"
200040392,103197,"26,8"
200040442,53572,"27,2"
200040459,61847,"29,8"
200040491,45748,31
200040566,50454,"29,5"
200040590,71525,"32,3"
200040624,30421,"24,8"
200040681,22783,"25,4"
200040715,442772,"33,4"
200040764,19829,"26,9"
200040905,29529,"23,2"
200040947,101093,"30,6"
200041317,118277,"28,2"
200041515,40299,"29,9"
200041630,127731,"28,6"
200041762,63528,"26,8"
200041788,104877,"28,3"
200041960,92488,"31,3"
200041960246200299,216787,"32,4"
200042174,201024,"27,2"
200042190,159027,"33,2"
200042190245901160,349486,"33,3"
200042646,20765,"22,2"
200042901,40791,"29,7"
200042935,63584,31
200043065,28210,"28,7"
200043123,84426,26
200043156,29445,"29,8"
200043172,106694,"26,6"
200043321,48374,"29,6"
200043396,126433,"32,6"
200043404,26452,"32,2"
200043495,43233,"30,9"
200043602,54126,"22,7"
200044618,150798,"31,7"
200044691,58424,"30,6"
200046977,1336994,"34,1"
200049187,28469,"29,9"
200054807,1849088,"30,2"
200055655,344374,"37,4"
200056232,302260,"33,6"
200056380,179674,"32,3"
200057859,193221,"33,1"
200057958,225706,"35,2"
200058477,175097,"33,8"
200058485,263985,"32,9"
200058519,332288,"31,7"
200058519T05ZZZZZZ,766203,"32,8"
200058782,227137,"34,5"
200059228,337717,"37,4"
200059228T12ZZZZZZ,1017180,"34,6"
200059889,404183,"33,9"
200065597,261485,"33,1"
200065647,141183,29
200065787,32899,"29,7"
200065886,106574,"29,3"
200065928,100096,"24,4"
200066009,273894,"30,4"
200066058,75870,"27,4"
200066124,70060,"27,7"
200066231,38745,"29,7"
200066280,29027,"30,8"
200066322,40293,"29,2"
200066355,123905,"25,7"
200066389,76040,"28,8"
200066413,55275,28
200066827,26972,"29,2"
200066876,80154,"31,1"
200066918,128374,"26,5"
200066926,38612,26
200067023,48338,"26,2"
200067106,298664,"25,1"
200067114,68400,"27,8"
200067205,181897,"28,4"
200067213,292005,"33,5"
200067254,161606,"28,5"
200067437,47449,"26,2"
200067502,54462,27
200067551,83478,"29,7"
200067684,49082,"27,6"
200067791,31599,26
200067817,42611,"31,2"
200067825,49200,"28,5"
200067874,95587,"28,9"
200067916,26607,"22,5"
200067932,163178,"28,1"
200067940,29645,"22,3"
200067965,81635,"32,4"
200067999,100585,"32,2"
200068047,83461,"37,7"
200068104,93863,29
200068112,35972,"26,8"
200068120,99816,29
200068146,46409,"26,8"
200068377,29868,"25,8"
200068450,34311,"26,7"
200068468,26146,"28,2"
200068500,82142,"30,6"
200068641,115090,"30,8"
200068658,45927,"27,5"
200068666,60168,"27,7"
200068674,72560,"28,1"
200068757,112445,"28,8"
200068781,215667,30
200068989,94986,"26,6"
200068997,59862,"27,7"
200069029,67235,"27,2"
200069037,104218,"31,6"
200069052,105301,"31,5"
200069110,130380,"30,6"
200069250,166476,"31,5"
200069300,123011,"26,7"
200069383,27359,"24,1"
200069409,151246,"28,8"
200069425,88517,"25,5"
200069532,76308,"29,1"
200069821,39727,29
200069854,189107,"34,3"
200069961,41514,"26,2"
200070092,88329,"29,2"
200070100,24574,"28,8"
200070308,75907,"28,5"
200070324,42675,29
200070431,43853,"27,9"
200070514,69945,"25,5"
200070530,36896,24
200070563,44991,"30,9"
200070647,61398,"24,5"
200070712,37306,25
200070746,65932,"25,3"
200070993,50547,"27,5"
200071066,77507,"26,7"
200071082,64125,"25,7"
200071116,34133,"26,1"
200071140,65065,"26,5"
200071363,84031,"24,7"
200071405,22013,"30,5"
200071413,43214,"26,5"
200071454,110609,32
200071678,102718,"30,4"
200071751,128897,"29,9"
200071785,56273,"30,3"
200071827,140825,"27,9"
200071876,100424,"29,1"
200071892,82804,"31,1"
200071926,28449,"23,2"
200071934,35352,"26,3"
200071991,30077,"30,2"
200072015,46818,"28,8"
200072031,53255,"30,1"
200072072,55148,"25,7"
200072130,94403,"35,6"
200072312,82855,"30,3"
200072346,68212,"28,2"
200072460,277891,"31,4"
200072460246200364,519536,32
200072643,44135,"23,8"
200072726,43952,"30,5"
200072999,21574,"25,9"
200073245,38533,"25,8"
200073419,82071,"26,7"
200077014,87014,"30,4"
200077055,73844,"32,1"
200083392,112424,"31,8"
200084952,270518,"31,2"
200085751,66608,"31,1"
240100610,24072,"34,9"
240100750,85567,"31,6"
240100883,75645,"31,3"
240200477,52112,"30,1"
240200600,22077,"30,4"
240600585,176687,"26,3"
240600593,26182,"27,5"
241100593,124995,26
241200187,54200,"28,9"
241300417,83561,"28,1"
241500230,53551,"25,5"
241700434,164332,"28,3"
241700640,81036,"18,8"
241800507,104666,"27,9"
242000354,56444,"27,2"
242010056,82326,"25,8"
242100410,248028,"32,7"
242500338,26407,"29,6"
242500361,192042,"33,4"
242600252,29818,"29,6"
242900314,207210,"33,1"
242900769,49514,"23,8"
243000585,30420,"31,1"
243000593,25506,"30,1"
243000643,255469,31
243100518,734944,"33,6"
243300316,749595,"32,6"
243301371,16316,"25,1"
243400017,441888,34
243400520,47890,"30,5"
243400769,120208,28
243400819,73503,"25,1"
243500139,426502,"35,7"
243500741,65761,"28,9"
243500782,80229,"25,7"
243600236,20907,"24,9"
243600327,74738,"27,6"
243700754,290114,"31,7"
243800604,102511,"34,8"
243800935,25567,"33,7"
243800984,91749,"29,7"
244000675,54466,"24,8"
244000808,54176,"27,8"
244200770,402859,"31,5"
244400404,609198,"32,9"
244400644,120518,"29,6"
244500203,60825,"29,4"
244500211,25598,28
244500468,276632,"32,8"
244900015,287595,"34,5"
245400262,59572,"28,7"
245400601,40561,29
245400676,254074,"34,7"
245700372,79450,"26,8"
245700398,32906,28
245701164,18271,"25,3"
245701222,69804,"28,9"
245701354,33288,"29,3"
245701362,79469,"27,4"
245804406,68142,"26,8"
245900410,1134997,"35,6"
245900428,199759,"31,2"
245901152,71973,"32,8"
245901160,190459,"33,3"
246000129,23408,"31,3"
246000376,37217,"30,4"
246000582,37113,34
246000756,33313,"32,4"
246000871,54439,32
246000921,34124,"30,5"
246100663,56617,"29,4"
246200299,124299,"33,2"
246200299246200364,365944,"32,9"
246200364,241645,"32,7"
246200380,22048,"31,4"
246200729,117208,"31,2"
246201149,100769,"35,3"
246300701,283680,"31,4"
246700488,482384,"33,2"
246800726,110978,"28,9"
246900757,29337,"30,6"
247000011,32767,"27,2"
247000664,19717,"28,5"
247000722,20852,"27,7"
247000755,15701,"27,1"
247100290,96723,"25,1"
247100589,113269,"28,6"
247200090,29392,"30,8"
247200132,205399,31
247400690,39787,"31,7"
247600646,24745,30
247600786,48381,"26,6"
247700057,128100,"34,4"
247700107,39869,"34,6"
247700594,97586,"33,7"
247900798,36176,"26,7"
248000531,177942,"35,7"
248100430,78522,"26,7"
248100737,81365,"28,5"
248200099,74177,"29,7"
248300493,106325,"27,1"
248300543,425511,"26,2"
248300550,41337,"28,7"
248400053,68412,"27,9"
248400236,44406,"29,9"
248400251,189396,"30,5"
248400293,48379,30
248400319,32360,"27,2"
248500589,93148,"31,6"
248600413,84245,"27,4"
248719312,208417,"30,2"
248900334,57382,"28,2"
248900383,14773,"29,4"
248900938,21539,"29,4"
249500109,199938,"36,9"
249500489,36523,"35,4"
249710062,78704,"32,8"
249710070,82174,"29,5"
249720061,161021,"29,3"
249730037,83412,"57,1"
249730045,123085,"43,9"
249740077,175874,"37,4"
249740085,125247,"36,8"
249740093,124652,"40,7"
249740101,212074,"36,9"
249740119,197256,"37,5"
T01ZZZZZZ,2229621,"27,3"
T02ZZZZZZ,391305,"31,1"
T04ZZZZZZ,561271,"31,1"
T05ZZZZZZ,433915,"33,7"
T06ZZZZZZ,414121,"36,7"
T06ZZZZZZT08ZZZZZZ,817891,"35,2"
T07ZZZZZZ,349004,"37,1"
T07ZZZZZZT08ZZZZZZ,752774,"35,3"
T08ZZZZZZ,403770,"33,7"
T08ZZZZZZT09ZZZZZZ,789357,34
T09ZZZZZZ,385587,"34,3"
T10ZZZZZZ,502700,"30,3"
T10ZZZZZZT11ZZZZZZ,808265,"31,4"
T11ZZZZZZ,305565,"33,2"
T11ZZZZZZT12ZZZZZZ,985028,"33,1"
T12ZZZZZZ,679463,"33,1"
QP001001,6056,"37,3"
QP001002,1830,"31,9"
QP001003,1807,35
QP001004,1378,"40,9"
QP001005,1677,"43,9"
QP001006,4467,"41,1"
QP001007,1034,"41,7"
QP001008,1012,"42,5"
QP001009,1092,"38,8"
QP002001,6059,"34,8"
QP002002,2763,"38,3"
QP002003,1705,"36,5"
QP002004,1750,"40,3"
QP002005,1606,"34,6"
QP002006,994,"34,7"
QP002007,1311,"44,2"
QP002008,1315,"45,5"
QP002009,1823,"39,5"
QP002010,1376,"34,7"
QP002011,4396,"43,4"
QP002012,2275,"28,5"
QP002013,5519,"43,6"
QP002014,1035,"49,3"
QP002015,1318,"35,3"
QP002016,1168,"43,6"
QP002017,1769,"40,5"
QP003001,3887,"32,5"
QP003002,1681,"34,7"
QP003003,3414,"29,7"
QP003004,2841,"32,2"
QP003005,1234,44
QP003006,1323,"46,3"
QP004001,2100,"31,5"
QP004002,3427,29
QP004003,2062,"37,3"
QP005001,1441,"39,9"
QP006002,3347,"32,3"
QP006003,4029,"34,7"
QP006004,2009,34
QP006005,6984,"36,4"
QP006006,1407,"37,6"
QP006007,1555,"44,7"
QP006008,2001,"40,8"
QP006010,7795,"40,8"
QP006011,1281,"32,1"
QP006012,3859,"27,4"
QP006013,11919,"42,3"
QP006014,10217,"43,9"
QP006015,1731,"31,6"
QP006016,1958,"30,2"
QP007001,1776,35
QP007002,1178,36
QP007003,1124,"38,7"
QP007004,1822,39
QP007005,1249,"30,7"
QP008001,2450,"28,5"
QP008002,7463,"35,7"
QP008003,2020,"35,4"
QP008004,1840,"36,2"
QP008005,1247,"35,3"
QP008006,1113,"33,7"
QP008007,5027,"32,5"
QP008008,1287,33
QP009001,1177,"25,6"
QP009002,1236,"28,2"
QP009003,4291,"32,5"
QP010001,1430,"38,5"
QP010002,2951,"40,9"
QP010003,7736,"42,8"
QP010004,1684,"46,3"
QP010005,1461,42
QP010006,4020,39
QP010007,1695,"40,2"
QP010008,1387,41
QP010009,1189,"46,6"
QP010010,1668,"36,1"
QP011001,2050,"28,6"
QP011002,2060,"39,7"
QP011003,1862,"39,3"
QP011004,3775,"33,2"
QP011005,1050,"33,2"
QP011006,1084,"42,3"
QP011007,4031,"36,3"
QP011008,4661,"34,8"
QP011009,1692,"41,9"
QP011010,2993,"37,4"
QP012001,1540,40
QP012002,2091,"38,3"
QP013001,945,"42,1"
QP013002,1080,"30,1"
QP013003,2019,"39,2"
QP013004,1226,"42,2"
QP013005,2887,"41,4"
QP013006,1029,"35,4"
QP013007,1403,43
QP013008,960,"45,9"
QP013009,2043,"32,8"
QP013010,2438,33
QP013011,4171,"38,8"
QP013012,2545,"34,9"
QP013013,3733,"38,2"
QP013014,6900,"32,1"
QP013015,1312,"35,5"
QP013016,4642,33
QP013017,1173,"38,7"
QP013018,6505,"41,6"
QP013019,1162,"42,1"
QP013020,2207,"35,1"
QP013021,1430,"38,2"
QP013022,1875,40
QP013023,1798,"41,8"
QP013024,2353,"40,4"
QP013025,4008,"29,4"
QP013026,1081,"28,5"
QP013027,1087,"35,4"
QP013028,1961,"39,5"
QP013029,3648,"44,5"
QP013030,1567,"38,3"
QP013031,6094,"36,5"
QP013032,97048,"35,4"
QP013033,1889,"33,5"
QP013034,2110,"43,4"
QP013035,1418,"44,2"
QP013036,1041,"44,6"
QP013037,1528,"37,1"
QP013038,5932,"43,6"
QP013039,2016,"35,7"
QP013040,2732,"39,7"
QP013041,1093,"40,7"
QP013042,10439,"44,1"
QP013043,2122,45
QP013044,8777,"41,8"
QP013045,1428,"46,8"
QP013046,1256,43
QP013047,882,"23,9"
QP013048,3123,"41,7"
QP013049,24803,"44,4"
QP013050,3556,"40,3"
QP013051,10040,"44,7"
QP013052,4456,"41,3"
QP013053,4692,"34,6"
QP013054,1660,"50,4"
QP013055,8191,"47,2"
QP013056,2602,"44,3"
QP013057,2262,"45,5"
QP013058,14231,"34,3"
QP013059,1814,"34,7"
QP013060,1788,37
QP013061,3048,"36,4"
QP013062,1623,"45,5"
QP013063,5769,"38,8"
QP013064,1982,"33,7"
QP013065,1758,"32,2"
QP014001,4125,42
QP014002,3908,"41,5"
QP014003,4138,"34,8"
QP014004,2159,"34,9"
QP014005,1532,"42,3"
QP014006,1330,"33,1"
QP014007,8624,"41,7"
QP014008,1343,"42,7"
QP014009,3522,"39,4"
QP015001,1218,"35,2"
QP016001,3539,"39,9"
QP016002,1923,"32,3"
QP016003,2543,"40,4"
QP016004,1291,"39,7"
QP016005,3286,"39,6"
QP016006,1898,"36,8"
QP017001,6123,40
QP017002,5642,"37,1"
QP017003,2087,"31,2"
QP017004,2362,"29,3"
QP017005,1106,"46,3"
QP017006,1207,"25,5"
QP017007,1606,"31,4"
QP018001,9503,"38,1"
QP018002,2465,"37,2"
QP018003,1578,"30,3"
QP018004,4581,"33,3"
QP019001,1144,"39,3"
QP019002,2912,"36,4"
QP019003,1714,"40,6"
QP021001,1665,"34,1"
QP021002,4887,"34,9"
QP021003,7466,"38,5"
QP021004,4333,"36,8"
QP021005,1192,"36,1"
QP021006,2576,"43,2"
QP022001,993,"30,9"
QP022002,932,"29,4"
QP022003,998,"34,1"
QP022004,1632,"37,1"
QP022005,4128,"39,9"
QP022006,1183,"34,4"
QP022007,1208,"31,4"
QP023001,1892,35
QP024001,1775,"35,5"
QP024002,2655,28
QP024003,1133,38
QP024004,1192,"36,9"
QP024005,1474,"33,9"
QP025001,996,"30,9"
QP025002,1137,"47,7"
QP025003,2938,"33,1"
QP025004,15286,"41,2"
QP025005,1919,"42,9"
QP025006,1600,45
QP025007,1840,"39,4"
QP025008,2907,"39,3"
QP025009,1191,"41,5"
QP025010,2186,"32,7"
QP025011,7413,"37,7"
QP025012,1630,27
QP025013,2270,"41,7"
QP026001,2314,"35,1"
QP026002,2404,"41,6"
QP026003,1531,"38,9"
QP026004,2718,31
QP026005,3797,"38,6"
QP026006,2189,"37,8"
QP026007,8439,"41,4"
QP026008,1534,"33,5"
QP026009,1195,"42,9"
QP026010,3237,"38,7"
QP026011,1628,"38,2"
QP026012,926,"39,4"
QP027001,3587,"42,1"
QP027002,988,"42,5"
QP027003,10501,"43,4"
QP027004,2356,"40,3"
QP027005,1403,"42,1"
QP027006,1049,"36,1"
QP027007,1362,"41,9"
QP027008,7168,46
QP027009,1359,"35,4"
QP027010,1402,"38,9"
QP027011,1297,"33,9"
QP028001,1078,"39,1"
QP028002,2553,42
QP028003,1934,"41,1"
QP028004,2168,"39,6"
QP028005,2310,"46,3"
QP028006,4927,"41,9"
QP028007,1289,47
QP028008,6485,"43,6"
QP028009,2728,"34,8"
QP028010,1628,"38,4"
QP029001,1229,"32,6"
QP029002,3792,"30,6"
QP029003,1205,"39,3"
QP029004,7357,"37,3"
QP029005,2040,"34,2"
QP029006,1168,"41,4"
QP029007,2408,"37,3"
QP029008,1930,"30,1"
QP029009,1444,"30,8"
QP02A001,1012,"44,6"
QP02A002,1808,"31,9"
QP02A003,1025,"36,2"
QP02B001,7310,"25,2"
QP02B002,3122,"26,3"
QP030001,14621,"29,1"
QP030002,1134,"28,3"
QP030003,15597,"49,1"
QP030004,6862,"33,3"
QP030005,7264,"38,1"
QP030006,3014,"43,4"
QP030007,1722,32
QP030008,3374,"43,4"
QP030009,3272,"32,8"
QP030010,4006,"36,1"
QP030011,1353,"29,1"
QP030012,1941,"36,7"
QP030013,4374,"34,1"
QP030014,1234,"25,3"
QP030015,2734,"39,1"
QP030016,2421,"29,6"
QP030017,1012,"30,1"
QP030018,1261,"36,5"
QP031001,2938,"41,6"
QP031002,1948,"36,9"
QP031003,1357,"30,1"
QP031004,1613,40
QP031005,3011,35
QP031006,1962,"38,4"
QP031007,31691,"39,1"
QP031008,2127,"48,4"
QP031009,1169,"41,4"
QP031010,5502,"38,7"
QP031011,2747,"35,5"
QP031012,1549,"42,8"
QP031013,1288,"37,8"
QP031014,2021,"35,5"
QP031015,3311,"77,3"
QP031016,1168,"42,2"
QP031017,1059,"38,4"
QP031019,1162,"37,1"
QP032001,1939,"40,1"
QP033001,1111,"41,6"
QP033002,1543,"29,9"
QP033003,1250,34
QP033004,2206,"31,8"
QP033005,1148,"39,4"
QP033006,1892,"34,2"
QP033007,3634,"44,7"
QP033008,11637,"43,5"
QP033009,3208,"38,4"
QP033010,4246,"37,4"
QP033011,1543,"34,1"
QP033012,10228,"36,2"
QP033013,1936,"38,4"
QP033014,2640,"35,7"
QP033015,957,"37,1"
QP033016,3201,"43,2"
QP033017,3590,39
QP033018,3940,"31,9"
QP033019,1108,"37,2"
QP033020,2998,"40,3"
QP033021,3120,"35,1"
QP033022,3143,"42,7"
QP033023,1008,"34,9"
QP034001,19054,"35,5"
QP034002,2832,"38,4"
QP034003,4605,"38,6"
QP034004,1420,"36,7"
QP034005,21652,"44,1"
QP034006,5756,"38,9"
QP034007,3245,"38,4"
QP034008,5578,"40,7"
QP034009,1324,"39,9"
QP034010,3419,"32,4"
QP034011,1245,"41,7"
QP034012,4458,"36,5"
QP034013,1198,"40,9"
QP034014,1095,"30,6"
QP034016,1231,"34,4"
QP034017,3794,"42,4"
QP034018,4340,"27,1"
QP034019,3177,30
QP034020,1955,"28,9"
QP034021,5726,"35,1"
QP034022,3021,"31,5"
QP035001,3583,"28,4"
QP035002,8963,"55,3"
QP035003,5061,"38,6"
QP035004,6443,"34,8"
QP035005,11281,"40,8"
QP035006,1275,"37,6"
QP035007,1152,"31,1"
QP036001,1634,33
QP036002,4877,"43,4"
QP036003,1597,"39,7"
QP036004,1484,"36,8"
QP037001,1095,"43,7"
QP037002,6218,"42,1"
QP037003,1932,"35,1"
QP037004,5286,"35,1"
QP037005,3008,"32,9"
QP037006,1078,"36,9"
QP037007,2546,"47,3"
QP037008,2696,"36,2"
QP037009,8783,"41,1"
QP037010,2018,"39,9"
QP037011,1773,"31,4"
QP037012,1629,"33,6"
QP038001,2785,41
QP038002,940,"39,8"
QP038003,5635,"42,2"
QP038004,1707,"39,8"
QP038005,2036,"34,2"
QP038006,2893,"44,2"
QP038007,12304,"39,5"
QP038008,6629,"40,1"
QP038009,1507,"38,2"
QP038010,1834,"41,8"
QP038011,2473,"37,9"
QP038012,1226,"38,7"
QP038013,2145,41
QP038014,2937,"46,6"
QP038015,2357,"44,9"
QP038016,2061,"41,4"
QP038017,1168,"32,5"
QP038018,1094,36
QP038019,1417,"31,1"
QP038020,1083,"40,2"
QP038021,1253,"39,8"
QP038022,1182,"37,9"
QP038023,2107,"32,9"
QP038024,2641,"41,6"
QP038025,1572,37
QP038026,1672,42
QP039001,2696,"36,3"
QP039002,3580,"35,9"
QP039003,1322,"40,5"
QP039004,975,"32,6"
QP040001,1283,"28,6"
QP040002,1229,"37,3"
QP040003,1233,"32,1"
QP040004,2405,"43,5"
QP040005,1381,"38,7"
QP041001,10703,"42,5"
QP041002,3202,"39,6"
QP041003,1348,"34,8"
QP042001,1257,"44,8"
QP042002,3168,"35,5"
QP042003,1259,"39,2"
QP042004,1108,"35,1"
QP042005,1450,"36,9"
QP042006,2416,"35,9"
QP042007,1186,"38,3"
QP042008,2111,"41,2"
QP042009,2942,"31,8"
QP042010,1156,"40,7"
QP042011,3174,"47,1"
QP042012,7606,"37,8"
QP042013,7324,"39,8"
QP042014,5174,"39,6"
QP042015,2243,"47,2"
QP042016,1882,"41,6"
QP042017,1972,"35,2"
QP042018,1538,"41,4"
QP042019,872,"37,9"
QP043001,1371,"31,3"
QP043002,1122,"33,1"
QP044001,6735,"40,1"
QP044002,1008,"34,3"
QP044003,1109,"36,8"
QP044004,1309,"39,6"
QP044005,16918,"38,8"
QP044006,5075,"43,8"
QP044007,3575,"39,1"
QP044008,5166,"34,8"
QP044009,1927,"29,8"
QP044010,1733,"33,7"
QP044011,1275,"39,9"
QP044012,1164,"34,7"
QP044013,3130,"41,6"
QP044014,5207,"36,9"
QP044015,1437,"44,2"
QP044017,1689,"41,2"
QP044018,2967,"34,8"
QP044019,1539,"42,3"
QP045001,984,"36,2"
QP045002,1193,"38,6"
QP045003,3913,"39,4"
QP045004,3009,35
QP045005,1969,"41,7"
QP045006,1720,46
QP045007,2010,"43,2"
QP045008,1166,40
QP045009,1337,"42,4"
QP045010,11261,46
QP045011,7972,"39,8"
QP045012,1514,"39,5"
QP045013,1223,"42,8"
QP045014,2479,"43,1"
QP045015,1384,40
QP045016,1676,41
QP045017,1515,"34,7"
QP045018,1450,"42,4"
QP045019,1157,"38,3"
QP046001,1036,"39,8"
QP047001,1963,"43,9"
QP047002,1860,"49,1"
QP047003,1482,"32,4"
QP047004,1118,34
QP047005,2520,"32,6"
QP047006,1697,"33,5"
QP047007,1084,"31,8"
QP049001,6236,"40,1"
QP049002,8904,38
QP049003,1375,"44,1"
QP049004,2642,"39,7"
QP049005,7402,"40,2"
QP049006,1450,"43,5"
QP049007,2286,"39,3"
QP049008,2169,"39,9"
QP049009,1510,"38,2"
QP049010,1970,39
QP049011,1973,"38,8"
QP049012,2086,"37,7"
QP049013,3486,"34,1"
QP050001,1222,"26,6"
QP050002,1853,"31,2"
QP050003,1601,30
QP050004,1467,"36,6"
QP050005,6672,"37,2"
QP050006,1754,38
QP050007,1429,"33,4"
QP051001,3622,"39,2"
QP051002,3157,"37,4"
QP051003,11833,47
QP051004,11836,"38,1"
QP051005,4789,"40,5"
QP051006,2515,"34,9"
QP051007,1191,"40,3"
QP051008,1237,"32,5"
QP051009,1651,"40,7"
QP051010,1917,"33,3"
QP051011,1455,39
QP051012,3183,"37,7"
QP052001,1799,"39,4"
QP052002,1289,"29,3"
QP052003,1147,38
QP052004,7470,"35,2"
QP053001,1196,34
QP053002,2214,"44,5"
QP053003,3274,"37,7"
QP054001,979,"32,9"
QP054002,1412,"36,9"
QP054003,1458,"33,2"
QP054004,1420,"27,4"
QP054005,2768,"35,3"
QP054006,1073,"33,6"
QP054007,1161,"36,3"
QP054008,1508,"37,2"
QP054009,2275,"33,5"
QP054010,1038,37
QP054011,1876,"46,1"
QP054012,1810,34
QP054013,2669,"36,2"
QP054014,3602,"38,3"
QP054015,5648,"39,8"
QP054016,15045,"39,4"
QP054017,2579,"33,3"
QP054018,1799,"38,6"
QP055001,2326,"33,7"
QP055002,1609,"43,2"
QP055003,2199,"35,2"
QP056001,1490,"40,4"
QP056002,1147,"34,5"
QP056003,1907,"31,8"
QP056004,1767,"34,8"
QP056005,1654,"35,7"
QP056006,2167,"43,5"
QP056007,1214,"35,6"
QP056008,3439,"44,3"
QP056009,2850,"39,2"
QP057001,1617,"30,9"
QP057002,5870,"30,9"
QP057003,3211,"35,8"
QP057004,1420,"36,9"
QP057005,3595,"35,6"
QP057006,1816,"38,8"
QP057007,2203,"35,7"
QP057008,1371,"36,8"
QP057009,1983,"45,3"
QP057010,1129,"40,9"
QP057011,2482,"35,6"
QP057012,2675,35
QP057013,1224,"32,9"
QP057014,1474,"39,2"
QP057015,3457,"33,7"
QP057016,1078,"36,8"
QP057017,1546,"29,4"
QP057018,3019,"39,9"
QP057020,11013,"42,4"
QP057021,1408,"41,3"
QP057022,3337,"32,1"
QP057023,8782,"36,5"
QP057024,830,"34,5"
QP058001,2531,"37,7"
QP058002,2102,"36,4"
QP058003,1907,"27,7"
QP058004,1601,"25,7"
QP058005,1492,"28,2"
QP059001,1065,"41,3"
QP059002,1331,"34,5"
QP059003,1120,"36,3"
QP059004,1857,"43,3"
QP059005,3168,"37,3"
QP059006,2111,"35,3"
QP059007,2980,"33,3"
QP059008,1794,"39,2"
QP059009,1837,"38,3"
QP059010,1083,38
QP059011,1192,"40,2"
QP059012,1194,"40,5"
QP059013,1470,"37,9"
QP059014,2911,"35,8"
QP059015,1349,"41,6"
QP059016,2064,"39,2"
QP059017,1507,"41,9"
QP059018,1141,"38,9"
QP059019,9396,"39,1"
QP059020,1248,"35,3"
QP059021,10732,"39,2"
QP059022,2319,"35,9"
QP059023,2257,"39,9"
QP059024,1066,"40,9"
QP059025,1935,"35,2"
QP059026,1104,"37,3"
QP059027,2679,"37,9"
QP059028,1822,"37,2"
QP059029,864,"31,9"
QP059030,3189,"38,2"
QP059031,2488,44
QP059032,1282,"38,6"
QP059033,983,34
QP059034,3654,39
QP059035,1227,"35,6"
QP059036,1387,37
QP059037,1040,"37,6"
QP059038,1385,"33,4"
QP059039,1020,"37,4"
QP059040,1633,"35,1"
QP059041,1379,"44,3"
QP059042,2287,"39,8"
QP059043,1683,"31,4"
QP059044,4566,"39,2"
QP059045,1626,"37,1"
QP059046,1539,"33,4"
QP059047,1257,"29,8"
QP059048,1286,"34,4"
QP059049,929,"34,6"
QP059050,13195,"39,7"
QP059051,3451,"40,4"
QP059052,2448,"39,8"
QP059053,1232,"37,5"
QP059054,1172,"42,3"
QP059055,2781,"36,7"
QP059056,1292,"34,3"
QP059057,1477,"39,4"
QP059058,1126,"25,5"
QP059059,1721,"35,4"
QP059060,1274,37
QP059061,4008,"40,4"
QP059062,5912,"36,6"
QP059063,4860,"35,3"
QP059064,8659,"41,9"
QP059065,1141,"40,8"
QP059066,5218,"40,3"
QP059067,2983,"42,4"
QP059068,2483,"37,6"
QP059069,1786,"37,1"
QP059070,1244,"47,7"
QP059071,8042,"41,1"
QP059072,1166,"39,7"
QP059073,1778,"39,2"
QP059074,47687,"42,7"
QP059075,12711,"41,9"
QP059076,1443,"32,4"
QP059077,3445,"38,2"
QP059078,1328,"49,1"
QP059079,1350,"39,5"
QP059080,10603,"38,8"
QP059081,1861,"43,9"
QP059082,69303,"44,9"
QP059083,2132,"39,3"
QP059084,1608,"41,4"
QP059085,4037,"45,6"
QP059086,4204,"42,5"
QP059087,6836,43
QP059088,1435,"37,6"
QP059089,4385,"38,2"
